Produto,CATEGORIAS,Qtde,Total Venda,Custo,Lucro,LUCRO/MENSAL,,,,,,,,PART %,PART ACC %,
BASE BOX REVESTIDAS LATERAIS EVALDO COR:MARROM,,"3,00","R$ 1.218,53","R$ 600,00","R$ 618,53","R$ 103,09","20,62%",Q1 – Alto lucro / Alto giro,BASE BOX REVESTIDAS LATERAIS EVALDO COR:MARROM,"34,58%","3,40","0,45","1,53","0,12%","28,78%",A
MESA POP CABERNET 90X90 TALISMA COR:CARVALHO/TABACO,,"4,00","R$ 1.156,00","R$ 538,48","R$ 617,52","R$ 102,92","22,94%",Q1 – Alto lucro / Alto giro,MESA POP CABERNET 90X90 TALISMA COR:CARVALHO/TABACO,"34,89%","1,80","0,36","0,65","0,12%","28,90%",A
"BALCÃO C/ TAMPO 1,60 0,50 COR:OLMO",,"3,00","R$ 1.471,69","R$ 861,00","R$ 610,69","R$ 101,78","14,19%",Q1 – Alto lucro / Alto giro,,"35,20%","0,48","0,30","0,14","0,12%","29,01%",A
BELICHE MILÃO TORNEADO COR:MEL;LARGURA:80,,"3,00","R$ 1.500,00","R$ 894,00","R$ 606,00","R$ 101,00","13,56%",Q1 – Alto lucro / Alto giro,BELICHE MILÃO TORNEADO COR:MEL;LARGURA:80,"35,51%","1,32","0,45","0,59","0,12%","29,13%",A
"BOX DUBAI 24CM X 1,98M X 79CM CRISTALFLEX",,"4,00","R$ 1.179,78","R$ 598,84","R$ 580,94","R$ 96,82","19,40%",Q1 – Alto lucro / Alto giro,"BOX DUBAI 24CM X 1,98M X 79CM CRISTALFLEX","35,83%","0,30","0,30","0,09","0,11%","29,24%",A
"BALCÃO C/ TAMPO 1,20 0,50 COR:PRETO",,"4,00","R$ 1.437,40","R$ 880,00","R$ 557,40","R$ 92,90","12,67%",Q1 – Alto lucro / Alto giro,,"36,14%","0,79","1,98","1,56","0,11%","29,35%",A
PANELEIRO 45 MDP POP COR:FREIJO/CHUMBO,,"3,00","R$ 1.161,92","R$ 605,55","R$ 556,37","R$ 92,73","18,38%",Q1 – Alto lucro / Alto giro,PANELEIRO 45 MDP POP COR:FREIJO/CHUMBO,"36,45%","0,40","0,40","0,16","0,11%","29,45%",A
BALCÃO PARA PIA 1G JK COR:BRANCO,,"7,00","R$ 1.694,72","R$ 1.148,00","R$ 546,72","R$ 91,12","9,52%",Q1 – Alto lucro / Alto giro,BALCÃO PARA PIA 1G JK COR:BRANCO,"36,76%","0,79","1,98","1,56","0,10%","29,56%",A
APARADOR CAIRO COR:BRANCO,,"4,00","R$ 1.101,00","R$ 558,48","R$ 542,52","R$ 90,42","19,43%",Q1 – Alto lucro / Alto giro,APARADOR CAIRO COR:BRANCO,"37,07%","2,30","0,60","1,38","0,10%","29,66%",A
MULTI USO 2312A 2PTS VERSATIL COR:BRANCO,,"5,00","R$ 1.423,00","R$ 887,95","R$ 535,05","R$ 89,18","12,05%",Q1 – Alto lucro / Alto giro,MULTI USO 2312A 2PTS VERSATIL COR:BRANCO,"37,38%","0,40","0,40","0,16","0,10%","29,76%",A
KIT SANTIAGO 90 MDP COR:FREIJO/CHUMBO,,"3,00","R$ 1.367,99","R$ 842,52","R$ 525,47","R$ 87,58","12,47%",Q1 – Alto lucro / Alto giro,KIT SANTIAGO 90 MDP COR:FREIJO/CHUMBO,"37,69%","0,88","1,88","1,65","0,10%","29,86%",A
BALCÃO PARA COOKTOP 1º LINHA JK COR:BRANCO,,"5,00","R$ 1.446,55","R$ 925,00","R$ 521,55","R$ 86,93","11,28%",Q1 – Alto lucro / Alto giro,BALCÃO PARA COOKTOP 1º LINHA JK COR:BRANCO,"38,01%","1,20","0,50","0,60","0,10%","29,96%",A
BANCADA NT 1180 COR:FREIJÓ/OFF WHITE,,"3,00","R$ 1.298,00","R$ 777,00","R$ 521,00","R$ 86,83","13,41%",Q1 – Alto lucro / Alto giro,BANCADA NT 1180 COR:FREIJÓ/OFF WHITE,"38,32%","2,08","2,17","4,51","0,10%","30,06%",A
BALCÃO PARA PIA 1G JK COR:LYON,,"6,00","R$ 1.460,00","R$ 984,00","R$ 476,00","R$ 79,33","9,67%",Q1 – Alto lucro / Alto giro,,"38,63%","1,20","0,50","0,60","0,09%","30,15%",A
MESA POP CABERNET 90X90 TALISMA COR:CARVALHO/CASTELLI,,"3,00","R$ 877,33","R$ 403,86","R$ 473,47","R$ 78,91","23,45%",Q1 – Alto lucro / Alto giro,,"38,94%","0,55","0,30","0,17","0,09%","30,24%",A
COLCHAO GAZIN ESPUMA SUPREME D28 TAMANHO:14 X 188 X 88,,"4,00","R$ 1.331,07","R$ 863,16","R$ 467,91","R$ 77,99","10,84%",Q1 – Alto lucro / Alto giro,COLCHAO GAZIN ESPUMA SUPREME D28 TAMANHO:14 X 188 X 88,"39,25%","1,60","0,50","0,80","0,09%","30,33%",A
TAMPO DE MARMORITE COR:PRETA,,"6,00","R$ 1.156,50","R$ 690,00","R$ 466,50","R$ 77,75","13,52%",Q1 – Alto lucro / Alto giro,TAMPO DE MARMORITE COR:PRETA,"39,56%","0,40","0,40","0,16","0,09%","30,42%",A
BALCÃO PARA COOKTOP FLÓRIDA COR:BRANCO,,"3,00","R$ 928,00","R$ 464,34","R$ 463,66","R$ 77,28","19,97%",Q1 – Alto lucro / Alto giro,,"39,88%","0,50","0,45","0,23","0,09%","30,51%",A
COLCHÃO NUVOLE TAMANHO:188X138,,"3,00","R$ 1.060,61","R$ 597,81","R$ 462,80","R$ 77,13","15,48%",Q1 – Alto lucro / Alto giro,COLCHÃO NUVOLE TAMANHO:188X138,"40,19%","0,00","0,00","0,00","0,09%","30,60%",A
MULTIUSO SLIM COR:FREIJO/BAUNILHA,,"6,00","R$ 1.135,00","R$ 672,30","R$ 462,70","R$ 77,12","13,76%",Q1 – Alto lucro / Alto giro,MULTIUSO SLIM COR:FREIJO/BAUNILHA,"40,50%","0,40","0,40","0,16","0,09%","30,68%",A
COMODA MS913 MOVELIPE 4G COR:BRANCO - 913440,,"4,00","R$ 1.163,00","R$ 704,00","R$ 459,00","R$ 76,50","13,04%",Q1 – Alto lucro / Alto giro,,"40,81%","1,20","0,50","0,60","0,09%","30,77%",A
KIT SANTIAGO 90 MDP COR:MONTANA/AVELÃ,,"4,00","R$ 1.581,81","R$ 1.123,36","R$ 458,45","R$ 76,41","8,16%",Q1 – Alto lucro / Alto giro,KIT SANTIAGO 90 MDP COR:MONTANA/AVELÃ,"41,12%","0,00","0,00","0,00","0,09%","30,86%",A
CRIADO MUDO AROMA 1G COR:BRANCO,,"5,00","R$ 1.014,30","R$ 556,50","R$ 457,80","R$ 76,30","16,45%",Q1 – Alto lucro / Alto giro,CRIADO MUDO AROMA 1G COR:BRANCO,"41,43%","0,80","0,50","0,40","0,09%","30,95%",A
BALCÃO PARA PIA 1G JK COR:OLMO,,"5,00","R$ 1.277,53","R$ 820,00","R$ 457,53","R$ 76,26","11,16%",Q1 – Alto lucro / Alto giro,BALCÃO PARA PIA 1G JK COR:OLMO,"41,74%","0,80","0,30","0,24","0,09%","31,03%",A
BALCÃO PARA PIA 1G JK COR:PRETO,,"6,00","R$ 1.440,83","R$ 984,00","R$ 456,83","R$ 76,14","9,29%",Q1 – Alto lucro / Alto giro,,"42,06%","1,80","0,80","1,44","0,09%","31,12%",A
BANQUETA PETRA COR:PRETO FOSCO COR 110 DE METAL,,"6,00","R$ 954,00","R$ 500,88","R$ 453,12","R$ 75,52","18,09%",Q1 – Alto lucro / Alto giro,BANQUETA PETRA COR:PRETO FOSCO COR 110 DE METAL,"42,37%","1,20","0,53","0,64","0,09%","31,21%",A
CADEIRA ITÁLIA ASSENTO PEQUENO TABACO,,"4,00","R$ 900,00","R$ 452,00","R$ 448,00","R$ 74,67","19,82%",Q1 – Alto lucro / Alto giro,CADEIRA ITÁLIA ASSENTO PEQUENO TABACO,"42,68%","1,08","0,40","0,43","0,09%","31,29%",A
COLCHÃO NUVOLE TAMANHO:188X88,,"7,00","R$ 1.412,17","R$ 965,30","R$ 446,87","R$ 74,48","9,26%",Q1 – Alto lucro / Alto giro,,"42,99%","1,08","0,40","0,43","0,09%","31,38%",A
COLCHAO GAZIN ESPUMA SUPREME D20 TAMANHO:14 X 188 X 78,,"8,00","R$ 1.555,05","R$ 1.112,64","R$ 442,41","R$ 73,74","7,95%",Q1 – Alto lucro / Alto giro,,"43,30%","1,20","0,40","0,48","0,08%","31,46%",A
CADEIRA RUBIN CANDIAN ESTOFADO COR:LINHO 2904,,"8,00","R$ 1.593,65","R$ 1.156,48","R$ 437,17","R$ 72,86","7,56%",Q1 – Alto lucro / Alto giro,CADEIRA RUBIN CANDIAN ESTOFADO COR:LINHO 2904,"43,61%","1,20","0,30","0,36","0,08%","31,55%",A
BALCÃO PARA COOKTOP 1º LINHA JK COR:PRETO,,"4,00","R$ 1.177,00","R$ 740,00","R$ 437,00","R$ 72,83","11,81%",Q1 – Alto lucro / Alto giro,BALCÃO PARA COOKTOP 1º LINHA JK COR:PRETO,"43,93%","1,40","0,20","0,28","0,08%","31,63%",A
BALCÃO DUNA COR:BRANCO,,"5,00","R$ 1.077,00","R$ 641,65","R$ 435,35","R$ 72,56","13,57%",Q1 – Alto lucro / Alto giro,,"44,24%","1,20","0,50","0,60","0,08%","31,71%",A
BALCÃO PARA COOKTOP FLÓRIDA COR:PRETO,,"3,00","R$ 897,00","R$ 464,34","R$ 432,66","R$ 72,11","18,64%",Q1 – Alto lucro / Alto giro,,"44,55%","1,36","0,60","0,82","0,08%","31,79%",A
CADEIRA POP TALISMA COR/MATERIAL:EGITO BEGE/TABACO,,"6,00","R$ 870,00","R$ 445,20","R$ 424,80","R$ 70,80","19,08%",Q1 – Alto lucro / Alto giro,,"44,86%","0,80","0,50","0,40","0,08%","31,88%",A
CABECEIRA PEROLA CINZA LARG.:138,,"3,00","R$ 868,00","R$ 450,00","R$ 418,00","R$ 69,67","18,58%",Q1 – Alto lucro / Alto giro,,"45,17%","0,00","0,00","0,00","0,08%","31,96%",A
"BOX DUBAI 24CM X 1,88M X 88CM CRISTALFLEX",,"4,00","R$ 1.032,02","R$ 619,48","R$ 412,54","R$ 68,76","13,32%",Q1 – Alto lucro / Alto giro,"BOX DUBAI 24CM X 1,88M X 88CM CRISTALFLEX","45,48%","0,00","0,00","0,00","0,08%","32,03%",A
BALCÃO PARA PIA COPA COR:FREIJO/MOKA,,"4,00","R$ 1.132,00","R$ 719,64","R$ 412,36","R$ 68,73","11,46%",Q1 – Alto lucro / Alto giro,BALCÃO PARA PIA COPA COR:FREIJO/MOKA,"45,79%","1,47","0,47","0,69","0,08%","32,11%",A
AÉREO 80CM GELADEIRA POP COR:FREIJO/CHUMBO,,"6,00","R$ 856,57","R$ 451,20","R$ 405,37","R$ 67,56","17,97%",Q2 – Baixo lucro / Alto giro,,"46,11%","1,93","0,80","1,54","0,08%","32,19%",A
BALCÃO PARA PIA GRECIA COR:MONTANA/AVELA,,"3,00","R$ 998,00","R$ 594,72","R$ 403,28","R$ 67,21","13,56%",Q2 – Baixo lucro / Alto giro,,"46,42%","1,08","0,45","0,49","0,08%","32,27%",A
"BALCÃO C/ TAMPO 1,20 0,40 COR:PRETO",,"3,00","R$ 1.009,00","R$ 606,00","R$ 403,00","R$ 67,17","13,30%",Q2 – Baixo lucro / Alto giro,,"46,73%","0,80","0,30","0,24","0,08%","32,34%",A
ARMÁRIO MULTIUSO LONDRES C/ CHAVES COR:FREIJÓ,,"3,00","R$ 1.027,85","R$ 627,00","R$ 400,85","R$ 66,81","12,79%",Q2 – Baixo lucro / Alto giro,,"47,04%","0,61","0,30","0,18","0,08%","32,42%",A
CADEIRA ALTA TALISMA COR/MATERIAL:VELUDO CHOCOLATE/TABACO,,"16,00","R$ 1.726,96","R$ 1.339,84","R$ 387,12","R$ 64,52","5,78%",Q2 – Baixo lucro / Alto giro,,"47,35%","0,70","0,50","0,35","0,07%","32,49%",A
SOFÁ POP ADEMIR TAMANHO:2 LUGARES;COR:CINZA,,"3,00","R$ 1.047,00","R$ 660,00","R$ 387,00","R$ 64,50","11,73%",Q2 – Baixo lucro / Alto giro,,"47,66%","0,40","0,40","0,16","0,07%","32,57%",A
ESCRIVANINHA PENTE PLAY COR:BRANCO,,"4,00","R$ 1.167,00","R$ 788,96","R$ 378,04","R$ 63,01","9,58%",Q2 – Baixo lucro / Alto giro,,"47,98%","0,80","0,50","0,40","0,07%","32,64%",A
MULTIUSO OPEN COR:NATURE,,"5,00","R$ 1.172,00","R$ 795,00","R$ 377,00","R$ 62,83","9,48%",Q2 – Baixo lucro / Alto giro,,"48,29%","0,40","0,40","0,16","0,07%","32,71%",A
BALCÃO PARA PIA 3G INT. CRU PÉS SIMPLES COR:LYON,,"3,00","R$ 919,00","R$ 543,00","R$ 376,00","R$ 62,67","13,85%",Q2 – Baixo lucro / Alto giro,,"48,60%","0,90","0,20","0,18","0,07%","32,78%",A
BALCÃO PARA PIA 3G INT. CRU PÉS SIMPLES COR:PRETO,,"3,00","R$ 909,85","R$ 543,00","R$ 366,85","R$ 61,14","13,51%",Q2 – Baixo lucro / Alto giro,,"48,91%","2,08","2,17","4,51","0,07%","32,85%",A
AÉREO POP/VENEZA COR:BRANCO,,"3,00","R$ 846,79","R$ 480,00","R$ 366,79","R$ 61,13","15,28%",Q2 – Baixo lucro / Alto giro,,"49,22%","1,40","1,40","1,96","0,07%","32,92%",A
"MESA SECRETARIA 1,18MT COR:FREIJO/PRETO FOSCO",,"3,00","R$ 868,00","R$ 503,34","R$ 364,66","R$ 60,78","14,49%",Q2 – Baixo lucro / Alto giro,,"49,53%","1,40","0,36","0,50","0,07%","32,99%",A
TAMPO DE MARMORITE COR:BRANCA,,"5,00","R$ 938,23","R$ 575,00","R$ 363,23","R$ 60,54","12,63%",Q2 – Baixo lucro / Alto giro,,"49,84%","0,40","0,40","0,16","0,07%","33,06%",A
CADEIRA HORIZONTE CANDIAN ESTOFADO COR:JOLIE 2911-11 MARROM,,"4,00","R$ 940,00","R$ 578,24","R$ 361,76","R$ 60,29","12,51%",Q2 – Baixo lucro / Alto giro,,"50,16%","0,40","0,40","0,16","0,07%","33,13%",A
SOFÁ POP ADEMIR TAMANHO:3 LUGARES;COR:CINZA,,"3,00","R$ 1.349,00","R$ 990,00","R$ 359,00","R$ 59,83","7,25%",Q2 – Baixo lucro / Alto giro,,"50,47%","0,40","0,40","0,16","0,07%","33,20%",A
KIT TORRE QUENTE BALLI COR:FREIJO/OFF WHITE,,"3,00","R$ 998,26","R$ 641,49","R$ 356,77","R$ 59,46","11,12%",Q2 – Baixo lucro / Alto giro,,"50,78%","0,55","0,30","0,17","0,07%","33,27%",A
COLCHÃO DREAM GAZIN TAMANHO:188X78,,"5,00","R$ 990,21","R$ 645,00","R$ 345,21","R$ 57,54","10,70%",Q2 – Baixo lucro / Alto giro,,"51,09%","0,90","0,45","0,41","0,07%","33,33%",A
CADEIRA ALTA TALISMA COR/MATERIAL:SUED CINZA,,"8,00","R$ 1.000,00","R$ 669,92","R$ 330,08","R$ 55,01","9,85%",Q2 – Baixo lucro / Alto giro,,"51,40%","0,00","0,00","0,00","0,06%","33,40%",A
AÉREO 1 PORTA BASC 80 CM FLORENÇA COR:ANGELIN,,"4,00","R$ 775,13","R$ 445,12","R$ 330,01","R$ 55,00","14,83%",Q2 – Baixo lucro / Alto giro,,"51,71%","0,48","0,30","0,14","0,06%","33,46%",A
CADEIRA DIAMANTE CANDIAN COR ESTOFADO:LINHO 29033,,"6,00","R$ 1.194,00","R$ 867,36","R$ 326,64","R$ 54,44","7,53%",Q2 – Baixo lucro / Alto giro,,"52,02%","0,00","0,00","0,00","0,06%","33,52%",A
MULTI USO 2312A 2PTS VERSATIL COR:MACADAMIA,,"3,00","R$ 853,00","R$ 532,77","R$ 320,23","R$ 53,37","12,02%",Q2 – Baixo lucro / Alto giro,,"52,34%","0,40","0,40","0,16","0,06%","33,58%",A
CADEIRA MADRI TALISMA COR/MATERIAL:TECIDO CINZA/TABACO,,"4,00","R$ 756,78","R$ 445,20","R$ 311,58","R$ 51,93","14,00%",Q2 – Baixo lucro / Alto giro,,"52,65%","1,80","0,70","1,26","0,06%","33,64%",A
MULTIUSO SLIM COR:BRANCO,,"4,00","R$ 756,00","R$ 448,20","R$ 307,80","R$ 51,30","13,73%",Q2 – Baixo lucro / Alto giro,,"52,96%","0,40","0,40","0,16","0,06%","33,70%",A
MULTIUSO CAIRO PARA FORNO COR:NOGAL/BAUNILHA,,"3,00","R$ 883,00","R$ 576,66","R$ 306,34","R$ 51,06","10,62%",Q2 – Baixo lucro / Alto giro,,"53,27%","0,40","0,40","0,16","0,06%","33,76%",A
COLCHAO GAZIN ESPUMA SUPREME D20 TAMANHO:14 X 188 X 88,,"3,00","R$ 754,31","R$ 452,34","R$ 301,97","R$ 50,33","13,35%",Q2 – Baixo lucro / Alto giro,,"53,58%","2,08","2,17","4,51","0,06%","33,82%",A
FRUTEIRA REGIA COR:FREIJO C/ BRANCO,,"3,00","R$ 686,78","R$ 384,99","R$ 301,79","R$ 50,30","15,68%",Q2 – Baixo lucro / Alto giro,,"53,89%","0,80","0,50","0,40","0,06%","33,87%",A
MULTIUSO DACAR COR:BRANCO,,"3,00","R$ 588,00","R$ 292,80","R$ 295,20","R$ 49,20","20,16%",Q2 – Baixo lucro / Alto giro,,"54,21%","0,40","0,40","0,16","0,06%","33,93%",A
COLCHÃO DREAM GAZIN TAMANHO:130X70,,"6,00","R$ 811,20","R$ 516,36","R$ 294,84","R$ 49,14","11,42%",Q2 – Baixo lucro / Alto giro,,"54,52%","1,40","1,40","1,96","0,06%","33,99%",A
BANQUETA JADE COR:PRETO FOSCO COR 110 DE METAL,,"9,00","R$ 1.442,74","R$ 1.159,11","R$ 283,63","R$ 47,27","4,89%",Q2 – Baixo lucro / Alto giro,,"54,83%","1,20","0,53","0,64","0,05%","34,04%",A
"PIA DE MARMORITE 1,00 COR:PRETA",,"4,00","R$ 679,11","R$ 408,00","R$ 271,11","R$ 45,19","13,29%",Q2 – Baixo lucro / Alto giro,,"55,14%","0,40","0,40","0,16","0,05%","34,09%",A
MESA OFFICE 1 GAVETA INFINITY COR:CEDRO/BOUCLE,,"3,00","R$ 647,00","R$ 393,99","R$ 253,01","R$ 42,17","12,84%",Q2 – Baixo lucro / Alto giro,,"55,45%","1,40","1,40","1,96","0,05%","34,14%",A
BALCÃO PARA PIA 1G JK COR:VERTI,,"3,00","R$ 734,22","R$ 492,00","R$ 242,22","R$ 40,37","9,85%",Q2 – Baixo lucro / Alto giro,,"55,76%","0,80","0,50","0,40","0,05%","34,19%",A
MESA OFFICE 1 GAVETA INFINITY COR:BRANCO LINE/BRANCO LINE/BOUCLE,,"3,00","R$ 627,49","R$ 393,99","R$ 233,50","R$ 38,92","11,85%",Q2 – Baixo lucro / Alto giro,,"56,07%","1,40","0,40","0,56","0,04%","34,23%",A
CRIADO MUDO AROMA 2G COR:BRANCO,,"3,00","R$ 588,00","R$ 368,01","R$ 219,99","R$ 36,67","11,96%",Q2 – Baixo lucro / Alto giro,,"56,39%","0,80","0,50","0,40","0,04%","34,27%",A
AÉREO 80CM GELADEIRA POP COR:FREIJO/BAUNILHA,,"3,00","R$ 437,24","R$ 225,60","R$ 211,64","R$ 35,27","18,76%",Q2 – Baixo lucro / Alto giro,,"56,70%","0,00","0,00","0,00","0,04%","34,31%",A
BANQUETA JADE COR:CROMADA COR 110 DE METAL,,"5,00","R$ 847,00","R$ 643,95","R$ 203,05","R$ 33,84","6,31%",Q2 – Baixo lucro / Alto giro,,"57,01%","1,60","0,40","0,64","0,04%","34,35%",A
RECORTE PARA COOKTOP,,"13,00","R$ 194,54","R$ 1,00","R$ 193,54","R$ 32,26","3870,80%",Q2 – Baixo lucro / Alto giro,,"57,32%","0,40","0,40","0,16","0,04%","34,39%",A
JUROS SENFF,,"4,00","R$ 186,79","R$ 1,00","R$ 185,79","R$ 30,97","3715,80%",Q2 – Baixo lucro / Alto giro,,"57,63%","1,08","0,40","0,43","0,04%","34,42%",A
CADEIRA ALTA TALISMA COR/MATERIAL:ANIMALE BEGE/TABACO,,"4,00","R$ 504,00","R$ 334,96","R$ 169,04","R$ 28,17","10,09%",Q2 – Baixo lucro / Alto giro,,"57,94%","0,88","1,88","1,65","0,03%","34,46%",A
CADEIRA ALTA TALISMA COR/MATERIAL:EGITO CHOCOLATE,,"4,00","R$ 500,00","R$ 334,96","R$ 165,04","R$ 27,51","9,85%",Q2 – Baixo lucro / Alto giro,,"58,26%","1,60","0,40","0,64","0,03%","34,49%",A
CADEIRA VENEZA TALISMA COR/MATERIAL:CAMURÇA BEGE/TABACO,,"4,00","R$ 440,00","R$ 296,80","R$ 143,20","R$ 23,87","9,65%",Q2 – Baixo lucro / Alto giro,,"58,57%","1,75","0,50","0,88","0,03%","34,52%",A
CADEIRA VENEZA TALISMA COR/MATERIAL:SUED/TABACO,,"4,00","R$ 375,47","R$ 296,80","R$ 78,67","R$ 13,11","5,30%",Q2 – Baixo lucro / Alto giro,,"58,88%","0,80","0,30","0,24","0,01%","34,53%",A
CRIADO MUDO AROMA 1G COR:PRETO,,"3,00","R$ 384,00","R$ 333,90","R$ 50,10","R$ 8,35","3,00%",Q2 – Baixo lucro / Alto giro,,"59,19%","1,20","0,30","0,36","0,01%","34,54%",A
"026674 - SOFÁ IBIZA 3LUG 2,90 ASS 0,80 COR:TERRA COTA",,"1,00","R$ 3.599,00","R$ 1.780,77","R$ 1.818,23","R$ 303,04","20,42%",Q3 – Alto lucro / Baixo giro,,"59,50%","1,37","0,45","0,62","0,35%","34,89%",A
"Sofá Veneza Retratil 3 Lugares 2,90m Cinza",,"1,00","R$ 2.299,00","R$ 556,92","R$ 1.742,08","R$ 290,35","62,56%",Q3 – Alto lucro / Baixo giro,,"59,81%","0,40","0,40","0,16","0,33%","35,22%",A
"27400 - SOFÁ FENIX MOD 2LUG 2,60M COR:VELUDO CASTOR",,"1,00","R$ 3.449,00","R$ 1.711,62","R$ 1.737,38","R$ 289,56","20,30%",Q3 – Alto lucro / Baixo giro,,"60,12%","0,00","0,00","0,00","0,33%","35,55%",A
GUARA ROUPA CALIFORNIA C/ ESP COR:FREIJO,,"2,00","R$ 3.821,30","R$ 2.141,52","R$ 1.679,78","R$ 279,96","15,69%",Q3 – Alto lucro / Baixo giro,,"60,44%","1,20","0,50","0,60","0,32%","35,87%",A
"27401 - SOFÁ ARTHUR MOD 2 LUG 2,30M COR:VELUDO AZUL",,"1,00","R$ 3.223,19","R$ 1.567,00","R$ 1.656,19","R$ 276,03","21,14%",Q3 – Alto lucro / Baixo giro,,"60,75%","0,00","0,00","0,00","0,32%","36,19%",A
GUARDA ROUPA 6 PTS SONATA NEW SEM ESP COR:ANGELIN/DUNA LINE/BOUCLE,,"2,00","R$ 2.898,00","R$ 1.564,66","R$ 1.333,34","R$ 222,22","17,04%",Q3 – Alto lucro / Baixo giro,,"61,06%","0,90","0,40","0,36","0,25%","36,44%",A
GUARDA ROUPA 6 PTS 2 GVTS VERONA COR:ANGELIN/BRANCO LINE/ANGELIN/BOUCLE,,"2,00","R$ 2.618,36","R$ 1.361,62","R$ 1.256,74","R$ 209,46","18,46%",Q3 – Alto lucro / Baixo giro,,"61,37%","0,55","0,30","0,17","0,24%","36,68%",A
"25791 - SOFÁ HANOVER 2LIG 2B 2,10M COR:VELUDO CASTOR",,"1,00","R$ 2.585,65","R$ 1.338,89","R$ 1.246,76","R$ 207,79","18,62%",Q3 – Alto lucro / Baixo giro,,"61,68%","0,00","0,00","0,00","0,24%","36,92%",A
GUARDA ROUPA FLORIDA 6 PORTAS 2 GAVETAS COR:FREIJO/GRAFITE,,"2,00","R$ 2.926,10","R$ 1.715,20","R$ 1.210,90","R$ 201,82","14,12%",Q3 – Alto lucro / Baixo giro,,"61,99%","1,00","0,53","0,53","0,23%","37,15%",A
SOFA MELANINO COR:CINZA,,"2,00","R$ 2.687,18","R$ 1.500,00","R$ 1.187,18","R$ 197,86","15,83%",Q3 – Alto lucro / Baixo giro,SOFA MELANINO COR:CINZA,"62,31%","0,40","0,40","0,16","0,23%","37,37%",A
COLCHÃO MOLA ENSACADA INDIVIDUALMENTE EXCEL CRISTALFLEX TAMANHO:25X203X193,,"2,00","R$ 2.598,00","R$ 1.449,68","R$ 1.148,32","R$ 191,39","15,84%",Q3 – Alto lucro / Baixo giro,,"62,62%","1,32","0,45","0,59","0,22%","37,59%",A
"MESA SIMPATIA CANDIAN 0,90 X 0,90 CC C/VIDRO COR:CINAMOMO/OFF WHITE",,"2,00","R$ 2.288,87","R$ 1.150,48","R$ 1.138,39","R$ 189,73","19,79%",Q3 – Alto lucro / Baixo giro,"MESA SIMPATIA CANDIAN 0,90 X 0,90 CC C/VIDRO COR:CINAMOMO/OFF WHITE","62,93%","0,25","0,25","0,06","0,22%","37,81%",A
GUARDA ROUPA LYON PLUS 3PTS CORRER COR:ANGELIN/DUNA LINE/BOUCLE,,"2,00","R$ 2.410,27","R$ 1.385,10","R$ 1.025,17","R$ 170,86","14,80%",Q3 – Alto lucro / Baixo giro,,"63,24%","0,55","0,30","0,17","0,20%","38,01%",A
COMODA FRANCA SAPATEIRA 3 PTS 2 PTS COR:FREIJO/GRAFITE,,"2,00","R$ 1.965,00","R$ 974,40","R$ 990,60","R$ 165,10","20,33%",Q3 – Alto lucro / Baixo giro,,"63,55%","1,18","0,60","0,71","0,19%","38,19%",A
COMODA CAMARIM IDEAL BRANCO,,"2,00","R$ 969,17","R$ 0,00","R$ 969,17","R$ 161,53",#DIV/0!,Q3 – Alto lucro / Baixo giro,COMODA CAMARIM IDEAL BRANCO,"63,86%","1,60","1,40","2,24","0,18%","38,38%",A
GUARDA ROUPA LUGANO 6PTS 4 GAV COR:FREIJO/FREIJO,,"1,00","R$ 2.150,00","R$ 1.239,20","R$ 910,80","R$ 151,80","14,70%",Q3 – Alto lucro / Baixo giro,,"64,17%","1,12","0,40","0,45","0,17%","38,55%",A
GUARDA ROUPA MODULADO PARIS MOPAR COR:FREIJO/GRAFITE,,"1,00","R$ 2.049,00","R$ 1.138,40","R$ 910,60","R$ 151,77","16,00%",Q3 – Alto lucro / Baixo giro,,"64,49%","0,40","0,40","0,16","0,17%","38,73%",A
SOFA MELANINO COR:MARROM ESCURO,,"1,00","R$ 1.599,00","R$ 700,00","R$ 899,00","R$ 149,83","25,69%",Q3 – Alto lucro / Baixo giro,,"64,80%","0,40","0,40","0,16","0,17%","38,90%",A
COLCHÃO MAJESTIC 188X138,,"2,00","R$ 1.998,00","R$ 1.122,34","R$ 875,66","R$ 145,94","15,60%",Q3 – Alto lucro / Baixo giro,,"65,11%","1,08","0,40","0,43","0,17%","39,06%",A
COMODA FRANCA SAPATEIRA 3 PTS 2 PTS COR:FREIJO/FREIJO,,"2,00","R$ 1.834,32","R$ 974,40","R$ 859,92","R$ 143,32","17,65%",Q3 – Alto lucro / Baixo giro,COMODA FRANCA SAPATEIRA 3 PTS 2 PTS COR:FREIJO/FREIJO,"65,42%","0,00","0,00","0,00","0,16%","39,23%",A
GUARDA ROUPA MALI NEW COR:CEDRO/DUNA LINE/BOUCLE,,"2,00","R$ 1.865,90","R$ 1.035,82","R$ 830,08","R$ 138,35","16,03%",Q3 – Alto lucro / Baixo giro,GUARDA ROUPA MALI NEW COR:CEDRO/DUNA LINE/BOUCLE,"65,73%","1,47","0,47","0,69","0,16%","39,39%",A
GUARDA ROUPA VIENA 4PTS 2GAV COR:FREIJO/FREIJO,,"1,00","R$ 1.729,54","R$ 924,00","R$ 805,54","R$ 134,26","17,44%",Q3 – Alto lucro / Baixo giro,,"66,04%","0,55","0,30","0,17","0,15%","39,54%",A
